id,tweetText,tweetURL,type,tweetAuthor,handle,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,createdAt,allMediaURL,videoURL
1791709071935984046,"Explore, learn, and travel back in time to witness the splendour and evolution of Indian Railways’ embellished tenderly at Rail museums.

#InternationalMuseumDay https://t.co/OHVgjXnDnL",https://x.com/RailMinIndia/status/1791709071935984046,tweet,Ministry of Railways,@RailMinIndia,31,1,276,357,36124,2,2024-05-18 11:25:05,https://pbs.twimg.com/amplify_video_thumb/1791708988427444225/img/Ky2wSstadMYfhaQ6.jpg,https://video.twimg.com/amplify_video/1791708988427444225/vid/avc1/1280x720/-Nm4mxzKCcOVr-UF.mp4?tag=14
1791469056421241063,"#RailMadad, your go-to portal for Railway-related redressal and assistance while travelling.

Download
iOS: https://t.co/DPsosAjXS4
Play Store: https://t.co/SVAEPdd7Nv https://t.co/4WTjaPPJjR",https://x.com/RailMinIndia/status/1791469056421241063,tweet,Ministry of Railways,@RailMinIndia,58,5,269,326,31925,6,2024-05-17 19:31:21,https://pbs.twimg.com/media/GNyThy4XkAAZiZS.jpg,
1791431580075921887,Enjoy the glorious haven of Western Ghats with Indian Railways. https://t.co/nFvTTPSTBQ,https://x.com/RailMinIndia/status/1791431580075921887,tweet,Ministry of Railways,@RailMinIndia,40,2,310,615,37866,12,2024-05-17 17:02:26,https://pbs.twimg.com/ext_tw_video_thumb/1791430074517868544/pu/img/WcFNsXlM8Yz6Owoh.jpg,https://video.twimg.com/ext_tw_video/1791430074517868544/pu/vid/avc1/720x1280/EFwW52Epk_mzD5u3.mp4?tag=12
1791393074649665859,"Be a #ResponsibleRailYatri, be a Pro Planet Person! https://t.co/sN7iLj1Cqy",https://x.com/RailMinIndia/status/1791393074649665859,tweet,Ministry of Railways,@RailMinIndia,16,1,260,305,28723,1,2024-05-17 14:29:26,https://pbs.twimg.com/media/GNxOddAWcAAvJC0.jpg,
1791351764584648733,A picturesque tapestry of nature unfolds as a train journeys between Sindhudurg Railway Station and Kankavli Railway Station in Maharashtra. 🚆 https://t.co/JyfwfQm8Xs,https://x.com/RailMinIndia/status/1791351764584648733,tweet,Ministry of Railways,@RailMinIndia,22,1,288,551,33900,3,2024-05-17 11:45:17,https://pbs.twimg.com/media/GNwo338X0AAhAbx.jpg,
1791126729467252737,Enrich your journeys with beautiful and unique views from the Vistadome Coach. https://t.co/LtfAR3IcrI,https://x.com/RailMinIndia/status/1791126729467252737,tweet,Ministry of Railways,@RailMinIndia,18,2,256,361,32301,2,2024-05-16 20:51:04,https://pbs.twimg.com/media/GNtcQzuXsAATJ5L.jpg,
1791094658451304925,"Embrace your real strength by participating in the world's biggest democracy through voting.

#ChunavKaParv #DeshKaGarv #Elections2024 https://t.co/WJiVhY2QTF",https://x.com/RailMinIndia/status/1791094658451304925,tweet,Ministry of Railways,@RailMinIndia,16,2,235,277,26038,0,2024-05-16 18:43:38,https://pbs.twimg.com/media/GNs-5QBXUAAXwh_.jpg,
1791074758362320899,"Majestic and Marvellous!

#VandeBharat https://t.co/LJwwstgGSP",https://x.com/RailMinIndia/status/1791074758362320899,tweet,Ministry of Railways,@RailMinIndia,150,10,326,1218,65150,5,2024-05-16 17:24:33,https://pbs.twimg.com/amplify_video_thumb/1791074694860349440/img/JKjz0Eo_KJ6fpz7c.jpg,https://video.twimg.com/amplify_video/1791074694860349440/vid/avc1/720x1280/WTh4QEhr41iD94Xe.mp4?tag=14
1791014467427573811,"Smoking on Railway premises is a punishable offence. Let’s be responsible and respectful towards our fellow passengers. 

#ResponsibleRailYatri https://t.co/u5sahtADlY",https://x.com/RailMinIndia/status/1791014467427573811,tweet,Ministry of Railways,@RailMinIndia,36,0,267,379,30024,1,2024-05-16 13:24:59,https://pbs.twimg.com/media/GNr2KBRWgAAE5rx.jpg,
1790961600909971546,"Progressing along its track near Shiroor Railway Station, Karnataka, a MEMU train cleaves through the monotony of a verdant emerald expanse. https://t.co/f7ncfs6o92",https://x.com/RailMinIndia/status/1790961600909971546,tweet,Ministry of Railways,@RailMinIndia,31,0,286,651,40638,4,2024-05-16 09:54:54,https://pbs.twimg.com/media/GNrGE6_XkAATk0G.jpg,
1790753519047192641,Journey through nature’s splendid sights with Indian Railways. https://t.co/RNtJ6VcXU5,https://x.com/RailMinIndia/status/1790753519047192641,tweet,Ministry of Railways,@RailMinIndia,39,3,301,666,42424,9,2024-05-15 20:08:04,https://pbs.twimg.com/media/GNoJLV4WsAAbzPt.jpg,https://video.twimg.com/ext_tw_video/1790753268777340928/pu/vid/avc1/720x1280/K6g4EZyI-rBcrdhm.mp4?tag=12
1790689836938268841,"#KnowYourRailways🤓

Let’s find out how the innovative Head On Generation (HOG) technology is making train journeys efficient &amp; eco-friendly. https://t.co/7WOMixCzPW",https://x.com/RailMinIndia/status/1790689836938268841,tweet,Ministry of Railways,@RailMinIndia,28,4,277,483,37439,8,2024-05-15 15:55:01,"https://pbs.twimg.com/media/GNnO6VBW0AARHSK.jpg,https://pbs.twimg.com/media/GNnO6VEWwAAfXfk.jpg",
1790654898809278701,"जिम्मेदार रेल यात्री बनें बिना वजह चलती गाड़ी में अलार्म चेन ना खींचें, ऐसा करना दण्डनीय अपराध है। https://t.co/lmb0JylVrX",https://x.com/RailMinIndia/status/1790654898809278701,tweet,Ministry of Railways,@RailMinIndia,50,3,261,476,38171,1,2024-05-15 13:36:11,https://pbs.twimg.com/media/GNmvF4nXAAEU2pc.jpg,
1790621709877539275,Swift &amp; Smart! Travel with Indian Railways. https://t.co/KPqbhFtE95,https://x.com/RailMinIndia/status/1790621709877539275,tweet,Ministry of Railways,@RailMinIndia,72,7,294,603,485435,19,2024-05-15 11:24:18,"https://pbs.twimg.com/media/GNmQ8xeWwAALOLa.jpg,https://pbs.twimg.com/media/GNmQ8xeWAAE3lzg.jpg,https://pbs.twimg.com/media/GNmQ8xYXgAA5xP7.jpg,https://pbs.twimg.com/media/GNmQ8xfXUAAK5Pg.jpg",
1790424310466609368,"Did you know that even a small change in your AC setting can make a big difference in energy consumption? ⚡

#ChooseLiFE #MissionLiFE https://t.co/MU7tjDsdz9",https://x.com/RailMinIndia/status/1790424310466609368,tweet,Ministry of Railways,@RailMinIndia,48,4,254,374,42261,5,2024-05-14 22:19:54,https://pbs.twimg.com/media/GNjdao8XAAA0H4k.jpg,
1790336698653819378,Explore a heaven suffused in the meadows of Kashmir with Indian Railways. https://t.co/ZJMDg75tOt,https://x.com/RailMinIndia/status/1790336698653819378,tweet,Ministry of Railways,@RailMinIndia,46,7,352,888,58480,15,2024-05-14 16:31:46,https://pbs.twimg.com/media/GNiPUzqW8AA2uH_.jpg,https://video.twimg.com/amplify_video/1790336630756155392/vid/avc1/720x1280/LuLo8h9T3HPkeBy0.mp4?tag=14
1790285164159045664,"Travel responsibly! don't pull the alarm chain in mischief.

#ResponsibleRailYatri https://t.co/McXtFp9EBP",https://x.com/RailMinIndia/status/1790285164159045664,tweet,Ministry of Railways,@RailMinIndia,35,5,264,406,37557,3,2024-05-14 13:06:59,https://pbs.twimg.com/media/GNhe3UlXgAAPwZX.jpg,
1790235932614082840,A two-tone symphony of land and water coalesces with a Rail bridge stretching across the Mahanadi River in Odisha. https://t.co/ybVss0vbEX,https://x.com/RailMinIndia/status/1790235932614082840,tweet,Ministry of Railways,@RailMinIndia,15,2,275,654,46444,5,2024-05-14 09:51:21,https://pbs.twimg.com/media/GNgyFmQXEAA6Emy.jpg,
1789987768296181928,"Dial 139 and make your Rail travel a seamless and smooth experience with the #RailMadad App. 

Download

iOS: https://t.co/DPsosAjXS4

Playstore: https://t.co/AGIFHWdCVI https://t.co/A18O0aLJOg",https://x.com/RailMinIndia/status/1789987768296181928,tweet,Ministry of Railways,@RailMinIndia,63,3,265,368,33679,5,2024-05-13 17:25:14,https://pbs.twimg.com/media/GNdQYobWYAM2wac.jpg,
1789946593950462381,A handful of measures go a long way. Passengers are requested to be #ResponsibleRailYatri near and at Rail premises. https://t.co/xOxBNZYowx,https://x.com/RailMinIndia/status/1789946593950462381,tweet,Ministry of Railways,@RailMinIndia,55,1,267,387,42376,4,2024-05-13 14:41:38,https://pbs.twimg.com/media/GNcquQhXAAA0jAw.jpg,
1789879138024653240,"Sporting a mystic elegance, a stream makes its way through valleys clad in green near Kalyan-Igatpuri Rail section, Maharashtra. https://t.co/aVWcvfZ8fb",https://x.com/RailMinIndia/status/1789879138024653240,tweet,Ministry of Railways,@RailMinIndia,13,0,279,550,53438,2,2024-05-13 10:13:35,https://pbs.twimg.com/media/GNbtle4XQAAjsa3.jpg,
1789650008343519665,Experience breathtaking views in the lap of nature with Vistadome Coaches. 🛤️ https://t.co/igMljsiMjn,https://x.com/RailMinIndia/status/1789650008343519665,tweet,Ministry of Railways,@RailMinIndia,37,1,264,403,39948,7,2024-05-12 19:03:06,https://pbs.twimg.com/media/GNcgmn9XoAE11tU.jpg,https://video.twimg.com/amplify_video/1789649841183752193/vid/avc1/720x720/6CERUhBMv473avC3.mp4?tag=14
1789570612811145485,"#KnowYourRailways

Let’s find out about the classification of several gauges in Indian Railways. https://t.co/v2p6yQD0FR",https://x.com/RailMinIndia/status/1789570612811145485,tweet,Ministry of Railways,@RailMinIndia,27,5,274,479,55697,12,2024-05-12 13:47:37,"https://pbs.twimg.com/media/GNXU-2AWkAAu1B6.jpg,https://pbs.twimg.com/media/GNXU-14WQAA1p9R.jpg,https://pbs.twimg.com/media/GNXU-2AXMAIrnAi.jpg",
1789519539031712052,"This #MothersDay, let’s cherish and appreciate the efforts of women who play an extraordinary role in raising us and shaping our future. https://t.co/VlawQfpbFo",https://x.com/RailMinIndia/status/1789519539031712052,tweet,Ministry of Railways,@RailMinIndia,51,5,273,463,45888,0,2024-05-12 10:24:40,https://pbs.twimg.com/media/GNWmiCdWYAA91bS.jpg,
1789253143349317916,@PIB_India @AshwiniVaishnaw @mygovindia https://t.co/CPMdzOV5MB,https://x.com/RailMinIndia/status/1789253143349317916,tweet,Ministry of Railways,@RailMinIndia,27,5,241,426,260228,2,2024-05-11 16:46:06,https://pbs.twimg.com/media/GNS0PPXX0AA5HCX.jpg,
1789253016987582902,"Follow these handy travel hacks and make your next trip a little easier! 🧳🚉

#ResponsibleRailYatri https://t.co/saT2wcU3se",https://x.com/RailMinIndia/status/1789253016987582902,tweet,Ministry of Railways,@RailMinIndia,44,5,254,333,43607,5,2024-05-11 16:45:36,"https://pbs.twimg.com/media/GNSz1THXQAEGVaZ.jpg,https://pbs.twimg.com/media/GNSzsNEWwAAwcCr.jpg,https://pbs.twimg.com/media/GNSztflW8AAZZ_F.jpg,https://pbs.twimg.com/media/GNSzzYfWwAAm7nP.jpg",
1789209985596957103,"Prepare ahead of your Rail journey with the UTS App to book unreserved train tickets hassle-free.

Download

Playstore: https://t.co/tU157vxX46

iOS: https://t.co/ScVyEEwOuk https://t.co/mwcjDb6CYO",https://x.com/RailMinIndia/status/1789209985596957103,tweet,Ministry of Railways,@RailMinIndia,19,3,230,276,31361,5,2024-05-11 13:54:37,https://pbs.twimg.com/media/GNSM_k5XAAAA435.jpg,
1789148020648378696,"Innovation and Technology Powering the Lifeline of our Nation. 

#NationalTechnologyDay https://t.co/aRLaAUhiOv",https://x.com/RailMinIndia/status/1789148020648378696,tweet,Ministry of Railways,@RailMinIndia,46,6,280,411,46896,9,2024-05-11 09:48:23,https://pbs.twimg.com/media/GNRw-zSWsAANkgE.jpg,https://video.twimg.com/amplify_video/1789147923944456192/vid/avc1/1280x720/ButnsTEndhpP_7Jq.mp4?tag=14
1788943573523525795,Indian Railways: Evolving For The Future. https://t.co/yIUq7WaZag,https://x.com/RailMinIndia/status/1788943573523525795,tweet,Ministry of Railways,@RailMinIndia,952,198,1397,12580,1028878,262,2024-05-10 20:15:59,https://pbs.twimg.com/ext_tw_video_thumb/1788943392136704000/pu/img/YYC2IT_VXHtc8l2d.jpg,https://video.twimg.com/ext_tw_video/1788943392136704000/pu/vid/avc1/720x1280/mbOAh8hdbi8poyGY.mp4?tag=12
1788918815411114028,"Do you have what it takes to be a Smart Voter? 🧐
#ChunavKaParv #DeshKaGarv #Elections2024 https://t.co/yJts4nbwKb",https://x.com/RailMinIndia/status/1788918815411114028,tweet,Ministry of Railways,@RailMinIndia,26,2,233,303,31835,4,2024-05-10 18:37:36,https://pbs.twimg.com/media/GNOEG1aXEAAnEQR.jpg,
1788857579663155629,"Train journeys have never been easier! Dial 139 for assured #RailMadad.

Download

iOS: https://t.co/DPsosAjXS4

Playstore: https://t.co/AGIFHWdCVI https://t.co/xuzcSCXiUA",https://x.com/RailMinIndia/status/1788857579663155629,tweet,Ministry of Railways,@RailMinIndia,39,2,250,304,31780,3,2024-05-10 14:34:17,https://pbs.twimg.com/media/GNNMeweWYAA4dxx.jpg,
1788785763070423322,भारतीय रेल की ओर से समस्त देशवासियों को पावन पर्व अक्षय तृतीया की हार्दिक शुभकामनाएं। https://t.co/Dc9ToN7bJC,https://x.com/RailMinIndia/status/1788785763070423322,tweet,Ministry of Railways,@RailMinIndia,30,2,286,581,35172,1,2024-05-10 09:48:54,https://pbs.twimg.com/media/GNMLKpXXcAEZg18.jpg,
1788588629692227855,"रेल यात्रा के दौरान सावधान रहें, चलती ट्रेन में चढ़ना/उतरना जानलेवा हो सकता है।

#ResponsibleRailYatri https://t.co/NOxFuezOHT",https://x.com/RailMinIndia/status/1788588629692227855,tweet,Ministry of Railways,@RailMinIndia,57,8,306,564,46238,2,2024-05-09 20:45:34,https://pbs.twimg.com/media/GNJX31XWkAEFrIg.jpg,
1788510929203937651,"#VandeBharat - A Marvel ✨

A journey so delightful that you can't help but click pictures! https://t.co/ugemn9Elg9",https://x.com/RailMinIndia/status/1788510929203937651,tweet,Ministry of Railways,@RailMinIndia,121,10,370,1026,64824,12,2024-05-09 15:36:49,https://pbs.twimg.com/amplify_video_thumb/1788510792515481600/img/PjStfD81QOz8mxm7.jpg,https://video.twimg.com/amplify_video/1788510792515481600/vid/avc1/720x1280/vKXLoCMPKl08hCke.mp4?tag=14
1788460714929291320,भारत माता के वीर सपूत महाराणा प्रताप जी की जयंती पर भारतीय रेल उन्हें कोटि-कोटि नमन करती है। https://t.co/NVZuaA1nmL,https://x.com/RailMinIndia/status/1788460714929291320,tweet,Ministry of Railways,@RailMinIndia,26,2,329,734,38217,4,2024-05-09 12:17:17,https://pbs.twimg.com/media/GNHjiVdXEAAJTml.jpg,
1788227668934074446,Entry to the platform without a valid platform/travelling ticket is prohibited under Section 55(1) of the Railways Act of 1989 if you are not a bonafide passenger. https://t.co/RYd0aClO9r,https://x.com/RailMinIndia/status/1788227668934074446,tweet,Ministry of Railways,@RailMinIndia,62,1,281,382,36561,4,2024-05-08 20:51:14,https://pbs.twimg.com/media/GNEPlRnWIAEhqjt.jpg,
1788168217216921679,Don’t travel without ticket #ResponsibleRailYatri https://t.co/8tMNIZShPu,https://x.com/RailMinIndia/status/1788168217216921679,tweet,Ministry of Railways,@RailMinIndia,528,106,677,6559,353409,102,2024-05-08 16:55:00,https://pbs.twimg.com/media/GNDPawjWwAAMVH0.jpg,
1788130175105773713,जिम्मेदार रेलयात्री बनें। प्लेटफार्म पर पीली रेखा के पीछे रहें। चलती ट्रेन में उतरने व चढ़ने का प्रयास ना करें। https://t.co/ebW9WTdGvP,https://x.com/RailMinIndia/status/1788130175105773713,tweet,Ministry of Railways,@RailMinIndia,111,12,575,2243,153345,29,2024-05-08 14:23:50,https://pbs.twimg.com/ext_tw_video_thumb/1788130003483230209/pu/img/YDVBRsAu7-LHlwCe.jpg,https://video.twimg.com/ext_tw_video/1788130003483230209/pu/vid/avc1/720x720/E8ncCvFdh-6n53J6.mp4?tag=12
1788094107794952682,"Observing #WorldRedCrossDay, Indian Railways celebrates the global humanitarian network of the Red Cross and Red Crescent Societies for providing assistance in times of crisis. https://t.co/8WivfG5QOE",https://x.com/RailMinIndia/status/1788094107794952682,tweet,Ministry of Railways,@RailMinIndia,11,0,250,337,29209,4,2024-05-08 12:00:31,https://pbs.twimg.com/media/GNCWCz6XQAAm-n_.jpg,
1788074545469161513,"सेवानिवृत स्टेशन अधीक्षक श्री गट्टूभाई एन व्यास हैं लोकतंत्र के सजग प्रहरी, जिन्होंने 101 वर्ष की उम्र में अपने मताधिकार का उपयोग किया। 

आप भी निभाएं जिम्मेदारी
मतदान करने जरूर जाएं! 🗳️

#ChunavKaParv #DeshKaGarv #Elections2024 https://t.co/J8yHQB6tGq",https://x.com/RailMinIndia/status/1788074545469161513,tweet,Ministry of Railways,@RailMinIndia,46,5,407,1769,402917,12,2024-05-08 10:42:47,https://pbs.twimg.com/media/GNCEUWpXYAARnAK.jpg,
1788057199173869884,"महान दार्शनिक, साहित्यकार, राष्ट्रगान के रचयिता और नोबेल पुरस्कार विजेता गुरुदेव रवींद्रनाथ टैगोर जी की जयंती पर भारतीय रेल उन्हें कोटिश: नमन करती है। https://t.co/a8gOQ0krKB",https://x.com/RailMinIndia/status/1788057199173869884,tweet,Ministry of Railways,@RailMinIndia,22,1,272,530,35215,1,2024-05-08 09:33:51,https://pbs.twimg.com/media/GNB0imSXAAA92E3.jpg,
1787892397130600495,"Let's take a green step to save the blue!

Pay close attention to mindful water consumption and make sure to turn off taps when not in use.
#MissionLiFE #ChooseLiFE https://t.co/Qdlpx2r9ty",https://x.com/RailMinIndia/status/1787892397130600495,tweet,Ministry of Railways,@RailMinIndia,26,1,245,350,34990,2,2024-05-07 22:38:59,https://pbs.twimg.com/media/GM_ep87XIAEFH4d.jpg,
1787840178112860560,"Address your travel-related queries on the RailMadad helpline number 139.

Download

iOS: https://t.co/DPsosAjXS4

Playstore: https://t.co/AGIFHWdCVI https://t.co/JtshguM5P2",https://x.com/RailMinIndia/status/1787840178112860560,tweet,Ministry of Railways,@RailMinIndia,29,3,240,301,31125,4,2024-05-07 19:11:29,https://pbs.twimg.com/media/GM-vKR_XwAAE8-3.jpg,
1787809695174160429,"Exercise your voting power and participate in the democratic process.

#ChunavKaParv #DeshKaGarv #Elections2024 https://t.co/BmFQlKNetQ",https://x.com/RailMinIndia/status/1787809695174160429,tweet,Ministry of Railways,@RailMinIndia,28,4,252,373,35367,2,2024-05-07 17:10:21,https://pbs.twimg.com/media/GM-Tb2eXYAA_nEi.jpg,
1787725941126443472,"Gleaming on a bright sunny day, the Ranchi-Varanasi #VandeBharat Express journeying between Ranchi and Muri through the foliage of greensward. https://t.co/DR55QmfesW",https://x.com/RailMinIndia/status/1787725941126443472,tweet,Ministry of Railways,@RailMinIndia,36,2,329,885,51901,11,2024-05-07 11:37:33,https://pbs.twimg.com/media/GM9HQkdXMAAolOj.jpg,
1787509316477432161,"Noise serves none! 

Use headphones on train journeys to ensure a pleasant ride for you and fellow passengers.

#ResponsibleRailYatri https://t.co/V8CKweEzrP",https://x.com/RailMinIndia/status/1787509316477432161,tweet,Ministry of Railways,@RailMinIndia,41,6,272,424,40954,1,2024-05-06 21:16:46,https://pbs.twimg.com/media/GM6CPspXYAIyokO.jpg,
1787402871069376737,"A freight train passes by the expansive stillness of a lake near Karmali Station, Goa fringed with green wilderness. https://t.co/7rzx6NBB7l",https://x.com/RailMinIndia/status/1787402871069376737,tweet,Ministry of Railways,@RailMinIndia,32,3,281,619,53037,3,2024-05-06 14:13:47,https://pbs.twimg.com/media/GM4hbsjXgAAzpF-.jpg,
1787106407134986544,Indian Railways facilitating swift and reliable transportation of automobiles. https://t.co/LKqzT1C96E,https://x.com/RailMinIndia/status/1787106407134986544,tweet,Ministry of Railways,@RailMinIndia,98,8,439,1837,117376,33,2024-05-05 18:35:44,https://pbs.twimg.com/media/GNR0KLqWIAAB8ft.jpg,https://video.twimg.com/amplify_video/1787106165802803201/vid/avc1/720x1280/6ITpO2JtDG1c2ra_.mp4?tag=14
1787044864485433420,Be a #ResponsibleRailYatri and do not put yours or others lives at risk by carrying inflammables while travelling. https://t.co/7YMA9YAUlp,https://x.com/RailMinIndia/status/1787044864485433420,tweet,Ministry of Railways,@RailMinIndia,51,1,283,447,45168,2,2024-05-05 14:31:12,https://pbs.twimg.com/media/GMzb1DVXkAAKZnF.jpg,
1786956196664017177,"Endowed with precision, the Naranarayan setu in Jogighopa, Assam, forbearingly awaits the arrival of trains across tranquil waters. https://t.co/Kzj7UXCqgB",https://x.com/RailMinIndia/status/1786956196664017177,tweet,Ministry of Railways,@RailMinIndia,35,3,342,1031,68942,7,2024-05-05 08:38:51,https://pbs.twimg.com/media/GMyLLymXsAAtstp.jpg,
1786703304870732037,"Safety first! 

Make sure to stand behind the yellow line while waiting for the train to arrive.

#ResponsibleRailYatri https://t.co/kcyWBc3Ymm",https://x.com/RailMinIndia/status/1786703304870732037,tweet,Ministry of Railways,@RailMinIndia,75,3,311,665,52430,4,2024-05-04 15:53:57,https://pbs.twimg.com/media/GMulLmoXcAAOpju.jpg,
